DN 1,6D/1
SN 55.22,14S5/11/11.3/11.3.2
SN 55.23,14S5/11/11.3/11.3.3
SN 55.24,14S5/11/11.3/11.3.4
SN 55.25,14S5/11/11.3/11.3.5
SN 55.26,14S5/11/11.3/11.3.6
SN 55.27,14S5/11/11.3/11.3.7
SN 55.28,14S5/11/11.3/11.3.8
SN 55.29,14S5/11/11.3/11.3.9
SN 55.30,14S5/11/11.3/11.3.10
SN 55.31,14S5/11/11.4/11.4.1
SN 55.32,14S5/11/11.4/11.4.2
SN 55.33,14S5/11/11.4/11.4.3
SN 55.34,14S5/11/11.4/11.4.4
SN 55.35,14S5/11/11.4/11.4.5
SN 55.36,14S5/11/11.4/11.4.6
SN 55.37,14S5/11/11.4/11.4.7
SN 55.38,14S5/11/11.4/11.4.8
SN 55.39,14S5/11/11.4/11.4.9
SN 55.40,14S5/11/11.4/11.4.10
SN 55.41,14S5/11/11.5/11.5.1
SN 55.42,14S5/11/11.5/11.5.2
SN 55.43,14S5/11/11.5/11.5.3
SN 55.44,14S5/11/11.5/11.5.4
SN 55.45,14S5/11/11.5/11.5.5
SN 55.46,14S5/11/11.5/11.5.6
SN 55.47,14S5/11/11.5/11.5.7
SN 55.48,14S5/11/11.5/11.5.8
SN 55.49,14S5/11/11.5/11.5.9
SN 55.50,14S5/11/11.5/11.5.10
SN 55.51,14S5/11/11.6/11.6.1
SN 55.52,14S5/11/11.6/11.6.2
SN 55.53,14S5/11/11.6/11.6.3
SN 55.54,14S5/11/11.6/11.6.4
SN 55.55,14S5/11/11.6/11.6.5
SN 55.56,14S5/11/11.6/11.6.6
SN 55.57,14S5/11/11.6/11.6.7
SN 55.58,14S5/11/11.6/11.6.8
SN 55.59,14S5/11/11.6/11.6.9
SN 55.60,14S5/11/11.6/11.6.10
SN 55.61,14S5/11/11.6/11.6.11
SN 55.62,14S5/11/11.7/11.7.1
SN 55.63,14S5/11/11.7/11.7.2
SN 55.64,14S5/11/11.7/11.7.3
SN 55.65,14S5/11/11.7/11.7.4
SN 55.66,14S5/11/11.7/11.7.5
SN 55.67,14S5/11/11.7/11.7.6
SN 55.68,14S5/11/11.7/11.7.7
SN 55.69,14S5/11/11.7/11.7.8
SN 55.70,14S5/11/11.7/11.7.9
SN 55.71,14S5/11/11.7/11.7.10
SN 55.72,14S5/11/11.7/11.7.11
SN 55.73,14S5/11/11.7/11.7.12
SN 55.74,14S5/11/11.7/11.7.13
SN 56.1,14S5/12/12.1/12.1.1
SN 56.2,14S5/12/12.1/12.1.2
SN 56.3,14S5/12/12.1/12.1.3
SN 56.4,14S5/12/12.1/12.1.4
SN 56.5,14S5/12/12.1/12.1.5
SN 56.6,14S5/12/12.1/12.1.6
SN 56.7,14S5/12/12.1/12.1.7
SN 56.8,14S5/12/12.1/12.1.8
SN 56.9,14S5/12/12.1/12.1.9
SN 56.10,14S5/12/12.1/12.1.10
SN 56.11,14S5/12/12.2/12.2.1
SN 56.12,14S5/12/12.2/12.2.2
SN 56.13,14S5/12/12.2/12.2.3
SN 56.14,14S5/12/12.2/12.2.4
SN 56.15,14S5/12/12.2/12.2.5
SN 56.16,14S5/12/12.2/12.2.6
SN 56.17,14S5/12/12.2/12.2.7
SN 56.18,14S5/12/12.2/12.2.8
SN 56.19,14S5/12/12.2/12.2.9
SN 56.20,14S5/12/12.2/12.2.10
SN 56.21,14S5/12/12.3/12.3.1
SN 56.22,14S5/12/12.3/12.3.2
SN 56.23,14S5/12/12.3/12.3.3
SN 56.24,14S5/12/12.3/12.3.4
SN 56.25,14S5/12/12.3/12.3.5
SN 56.26,14S5/12/12.3/12.3.6
SN 56.27,14S5/12/12.3/12.3.7
SN 56.28,14S5/12/12.3/12.3.8
SN 56.29,14S5/12/12.3/12.3.9
SN 56.30,14S5/12/12.3/12.3.10
SN 56.31,14S5/12/12.4/12.4.1
SN 56.32,14S5/12/12.4/12.4.2
SN 56.33,14S5/12/12.4/12.4.3
SN 56.34,14S5/12/12.4/12.4.4
SN 56.35,14S5/12/12.4/12.4.5
SN 56.36,14S5/12/12.4/12.4.6
SN 56.37,14S5/12/12.4/12.4.7
SN 56.38,14S5/12/12.4/12.4.8
SN 56.39,14S5/12/12.4/12.4.9
SN 56.40,14S5/12/12.4/12.4.10
SN 56.41,14S5/12/12.5/12.5.1
SN 56.42,14S5/12/12.5/12.5.2
SN 56.43,14S5/12/12.5/12.5.3
SN 56.44,14S5/12/12.5/12.5.4
SN 56.45,14S5/12/12.5/12.5.5
SN 56.46,14S5/12/12.5/12.5.6
SN 56.47,14S5/12/12.5/12.5.7
SN 56.48,14S5/12/12.5/12.5.8
SN 56.49,14S5/12/12.5/12.5.9
SN 56.50,14S5/12/12.5/12.5.10
SN 56.51,14S5/12/12.6/12.6.1
SN 56.52,14S5/12/12.6/12.6.2
SN 56.53,14S5/12/12.6/12.6.3
SN 56.54,14S5/12/12.6/12.6.4
SN 56.55,14S5/12/12.6/12.6.5
SN 56.56,14S5/12/12.6/12.6.6
SN 56.57,14S5/12/12.6/12.6.7
SN 56.58,14S5/12/12.6/12.6.8
SN 56.59,14S5/12/12.6/12.6.9
SN 56.60,14S5/12/12.6/12.6.10
SN 56.61,14S5/12/12.7/12.7.1
SN 56.62,14S5/12/12.7/12.7.2
SN 56.63,14S5/12/12.7/12.7.3
SN 56.64,14S5/12/12.7/12.7.4
SN 56.65,14S5/12/12.7/12.7.5
SN 56.66,14S5/12/12.7/12.7.6
SN 56.67,14S5/12/12.7/12.7.7
SN 56.68,14S5/12/12.7/12.7.8
SN 56.69,14S5/12/12.7/12.7.9
SN 56.70,14S5/12/12.7/12.7.10
SN 56.71,14S5/12/12.8/12.8.1
SN 56.72,14S5/12/12.8/12.8.2
SN 56.73,14S5/12/12.8/12.8.3
SN 56.74,14S5/12/12.8/12.8.4
SN 56.75,14S5/12/12.8/12.8.5
SN 56.76,14S5/12/12.8/12.8.6
SN 56.77,14S5/12/12.8/12.8.7
SN 56.78,14S5/12/12.8/12.8.8
SN 56.79,14S5/12/12.8/12.8.9
SN 56.80,14S5/12/12.8/12.8.10
SN 56.81,14S5/12/12.9/12.9.1
SN 56.82,14S5/12/12.9/12.9.2
SN 56.83,14S5/12/12.9/12.9.3
SN 56.84,14S5/12/12.9/12.9.4
SN 56.85,14S5/12/12.9/12.9.5
SN 56.86,14S5/12/12.9/12.9.6
SN 56.87,14S5/12/12.9/12.9.7
SN 56.88,14S5/12/12.9/12.9.8
SN 56.89,14S5/12/12.9/12.9.9
SN 56.90,14S5/12/12.9/12.9.10
SN 56.91,14S5/12/12.10/12.10.1
SN 56.92,14S5/12/12.10/12.10.2
SN 56.93,14S5/12/12.10/12.10.3
SN 56.94,14S5/12/12.10/12.10.4
SN 56.95,14S5/12/12.10/12.10.5
SN 56.96,14S5/12/12.10/12.10.6--11
SN 56.97,14S5/12/12.10/12.10.6--11
SN 56.98,14S5/12/12.10/12.10.6--11
SN 56.99,14S5/12/12.10/12.10.6--11
SN 56.100,14S5/12/12.10/12.10.6--11
SN 56.101,14S5/12/12.10/12.10.6--11
SN 56.102,14S5/12/12.11/12.11.1
SN 56.103,14S5/12/12.11/12.11.2
SN 56.104,14S5/12/12.11/12.11.3
SN 56.105,14S5/12/12.11/12.11.4--6
SN 56.106,14S5/12/12.11/12.11.4--6
SN 56.107,14S5/12/12.11/12.11.4--6
SN 56.108,14S5/12/12.11/12.11.7--9
SN 56.109,14S5/12/12.11/12.11.7--9
SN 56.110,14S5/12/12.11/12.11.7--9
SN 56.111,14S5/12/12.11/12.11.10--12
SN 56.112,14S5/12/12.11/12.11.10--12
SN 56.113,14S5/12/12.11/12.11.10--12
SN 56.114,14S5/12/12.11/12.11.13--15
SN 56.115,14S5/12/12.11/12.11.13--15
SN 56.116,14S5/12/12.11/12.11.13--15
SN 56.117,14S5/12/12.11/12.11.16--18
SN 56.118,14S5/12/12.11/12.11.16--18
SN 56.119,14S5/12/12.11/12.11.16--18
SN 56.120,14S5/12/12.11/12.11.19--21
SN 56.121,14S5/12/12.11/12.11.19--21
SN 56.122,14S5/12/12.11/12.11.19--21
SN 56.123,14S5/12/12.11/12.11.22--24
SN 56.124,14S5/12/12.11/12.11.22--24
SN 56.125,14S5/12/12.11/12.11.22--24
SN 56.126,14S5/12/12.11/12.11.25--27
SN 56.127,14S5/12/12.11/12.11.25--27
SN 56.128,14S5/12/12.11/12.11.25--27
SN 56.129,14S5/12/12.11/12.11.28--29
SN 56.130,14S5/12/12.11/12.11.28--29
SN 56.131,14S5/12/12.11/12.11.30
AN 3.2−9,15A3/1/1.1/1.1.2
AN 3.37−38,15A3/1/1.4/1.4.7
AN 1.378−393,15A1/17/17.1--16
AN 1.333−377,15A1/16/16.4
AN 1.296−305,15A1/16/16.1
AN 1.287−295,15A1/15/15.3
AN 1.278−286,15A1/15/15.2
AN 1.268−277,15A1/15/15.1
AN 1.258−267,15A1/14/14.7/14.7.1--10
AN 2.1,15A2/1/1.1/1.1.1
AN 2.2,15A2/1/1.1/1.1.2
AN 2.3,15A2/1/1.1/1.1.3
AN 2.4,15A2/1/1.1/1.1.4
AN 2.5,15A2/1/1.1/1.1.5
AN 2.6,15A2/1/1.1/1.1.6
AN 2.7,15A2/1/1.1/1.1.7
AN 2.8,15A2/1/1.1/1.1.8
AN 2.9,15A2/1/1.1/1.1.9
AN 2.10,15A2/1/1.1/1.1.10
AN 3.96−98,15A3/2/2.5/2.5.5
AN 2.130−133,15A2/3/3.2/3.2.1
AN 2.56−57,15A2/2/2.1/2.1.5
AN 2.98,15A2/2/2.5/2.5.1
AN 2.64−76,15A2/2/2.2
AN 2.77−86,15A2/2/2.3
AN 2.87−97,15A2/2/2.4
AN 2.99−117,15A2/2/2.5
AN 3.58−59,15A3/2/2.1/2.1.8
AN 3.51−52,15A3/2/2.1/2.1.1
AN 2.151−162,15A2/3/3.4
AN 2.163−179,15A2/3/3.5
AN 2.180−229,15A2/4/4.1
AN 2.230−279,15A2/4/4.2
AN 2.280−309,15A2/4/4.3
AN 2.310−479,15A2/4/4.4
AN 1.248−257,15A1/14/14.6/14.6.1--10
AN 1.235−247,15A1/14/14.5/14.5.1--13
AN 1.219−234,15A1/14/14.4/14.4.1--16
AN 1.209−218,15A1/14/14.3/14.3.1--10
AN 1.198−208,15A1/14/14.2/14.2.1--11
AN 1.188−197,15A1/14/14.1/14.1.1--10
AN 1.150−169,15A1/12
AN 1.140−149,15A1/11
AN 1.98−139,15A1/10
AN 1.82−97,15A1/9
SN 22.57(*) + AN 2.19(*),13S3/1/1.2/1.2.1/1.2.1.5
AN 1.31−40,15A1/4
AN 1.21−30,15A1/3
AN 1.1−5,15A1/1
AN 4.1,15A4/1/1.1/1.1.1
AN 4.2,15A4/1/1.1/1.1.2
AN 4.3,15A4/1/1.1/1.1.3
AN 4.4,15A4/1/1.1/1.1.4
AN 4.5,15A4/1/1.1/1.1.5
AN 4.6,15A4/1/1.1/1.1.6
AN 4.7,15A4/1/1.1/1.1.7
AN 4.8,15A4/1/1.1/1.1.8
AN 4.9,15A4/1/1.1/1.1.9
AN 4.10,15A4/1/1.1/1.1.10
AN 4.11,15A4/1/1.2/1.2.1
AN 4.12,15A4/1/1.2/1.2.2
AN 4.13,15A4/1/1.2/1.2.3
AN 4.14,15A4/1/1.2/1.2.4
AN 4.15,15A4/1/1.2/1.2.5
AN 4.16,15A4/1/1.2/1.2.6
AN 4.17,15A4/1/1.2/1.2.7
AN 4.18,15A4/1/1.2/1.2.8
AN 4.19,15A4/1/1.2/1.2.9
AN 4.20,15A4/1/1.2/1.2.10
AN 4.21,15A4/1/1.3/1.3.1
AN 4.22,15A4/1/1.3/1.3.2
AN 4.23,15A4/1/1.3/1.3.3
AN 4.24,15A4/1/1.3/1.3.4
AN 4.25,15A4/1/1.3/1.3.5
AN 4.26,15A4/1/1.3/1.3.6
AN 4.27,15A4/1/1.3/1.3.7
AN 4.28,15A4/1/1.3/1.3.8
AN 4.29,15A4/1/1.3/1.3.9
AN 4.30,15A4/1/1.3/1.3.10
AN 4.31,15A4/1/1.4/1.4.1
AN 4.32,15A4/1/1.4/1.4.2
AN 4.33,15A4/1/1.4/1.4.3
AN 4.34,15A4/1/1.4/1.4.4
AN 4.35,15A4/1/1.4/1.4.5
AN 4.36,15A4/1/1.4/1.4.6
AN 4.37,15A4/1/1.4/1.4.7
AN 4.38,15A4/1/1.4/1.4.8
AN 4.39,15A4/1/1.4/1.4.9
AN 4.40,15A4/1/1.4/1.4.10
AN 4.41,15A4/1/1.5/1.5.1
AN 4.42,15A4/1/1.5/1.5.2
AN 4.43,15A4/1/1.5/1.5.3
AN 4.44,15A4/1/1.5/1.5.4
AN 4.45,15A4/1/1.5/1.5.5
AN 4.46,15A4/1/1.5/1.5.6
AN 4.47,15A4/1/1.5/1.5.7
AN 4.48,15A4/1/1.5/1.5.8
AN 4.49,15A4/1/1.5/1.5.9
AN 4.50,15A4/1/1.5/1.5.10
AN 4.51,15A4/2/2.1/2.1.1
AN 4.52,15A4/2/2.1/2.1.2
AN 4.53,15A4/2/2.1/2.1.3
AN 4.54,15A4/2/2.1/2.1.4
AN 4.55,15A4/2/2.1/2.1.5
AN 4.56,15A4/2/2.1/2.1.6
AN 4.57,15A4/2/2.1/2.1.7
AN 4.58,15A4/2/2.1/2.1.8
AN 4.59,15A4/2/2.1/2.1.9
AN 4.60,15A4/2/2.1/2.1.10
AN 4.61,15A4/2/2.2/2.2.1
AN 4.62,15A4/2/2.2/2.2.2
AN 4.63,15A4/2/2.2/2.2.3
AN 4.64,15A4/2/2.2/2.2.4
AN 4.65,15A4/2/2.2/2.2.5
AN 4.66,15A4/2/2.2/2.2.6
AN 4.67,15A4/2/2.2/2.2.7
AN 4.68,15A4/2/2.2/2.2.8
AN 4.69,15A4/2/2.2/2.2.9
AN 4.70,15A4/2/2.2/2.2.10
AN 4.71,15A4/2/2.3/2.3.1
AN 4.72,15A4/2/2.3/2.3.2
AN 4.73,15A4/2/2.3/2.3.3
AN 4.74,15A4/2/2.3/2.3.4
AN 4.75,15A4/2/2.3/2.3.5
AN 4.76,15A4/2/2.3/2.3.6
AN 4.77,15A4/2/2.3/2.3.7
AN 4.78,15A4/2/2.3/2.3.8
AN 4.79,15A4/2/2.3/2.3.9
AN 4.80,15A4/2/2.3/2.3.10
AN 4.81,15A4/2/2.4/2.4.1
AN 4.82,15A4/2/2.4/2.4.2
AN 4.83,15A4/2/2.4/2.4.3
AN 4.84,15A4/2/2.4/2.4.4
AN 4.85,15A4/2/2.4/2.4.5
AN 4.86,15A4/2/2.4/2.4.6
AN 4.87,15A4/2/2.4/2.4.7
AN 4.88,15A4/2/2.4/2.4.8
AN 4.89,15A4/2/2.4/2.4.9
AN 4.90,15A4/2/2.4/2.4.10
AN 4.91,15A4/2/2.5/2.5.1
AN 4.92,15A4/2/2.5/2.5.2
AN 4.93,15A4/2/2.5/2.5.3
AN 4.94,15A4/2/2.5/2.5.4
AN 4.95,15A4/2/2.5/2.5.5
AN 4.96,15A4/2/2.5/2.5.6
AN 4.97,15A4/2/2.5/2.5.7
AN 4.98,15A4/2/2.5/2.5.8
AN 4.99,15A4/2/2.5/2.5.9
AN 4.100,15A4/2/2.5/2.5.10
AN 4.101,15A4/3/3.1/3.1.1
AN 4.102,15A4/3/3.1/3.1.2
AN 4.103,15A4/3/3.1/3.1.3
AN 4.104,15A4/3/3.1/3.1.4
AN 4.105,106
Skt frgm,
Skt frgm,
AN 4.107,15A4/3/3.1/3.1.7
AN 4.108,15A4/3/3.1/3.1.8
AN 4.109,15A4/3/3.1/3.1.9
AN 4.110,15A4/3/3.1/3.1.10
AN 4.111,15A4/3/3.2/3.2.1
AN 4.112,15A4/3/3.2/3.2.2
AN 4.113,15A4/3/3.2/3.2.3
AN 4.114,15A4/3/3.2/3.2.4
AN 4.115,15A4/3/3.2/3.2.5
AN 4.116,15A4/3/3.2/3.2.6
AN 4.117,15A4/3/3.2/3.2.7
AN 4.118,15A4/3/3.2/3.2.8
AN 4.119,15A4/3/3.2/3.2.9
AN 4.120,15A4/3/3.2/3.2.10
AN 4.121,15A4/3/3.3/3.3.1
AN 4.122,15A4/3/3.3/3.3.2
AN 4.123,15A4/3/3.3/3.3.3
AN 4.124,15A4/3/3.3/3.3.4
AN 4.125,15A4/3/3.3/3.3.5
AN 4.126,15A4/3/3.3/3.3.6
AN 4.127,15A4/3/3.3/3.3.7
AN 4.128,15A4/3/3.3/3.3.8
AN 4.129,15A4/3/3.3/3.3.9
Skt frgm,
AN 4.130,15A4/3/3.3/3.3.10
AN 4.131,15A4/3/3.4/3.4.1
AN 4.132,15A4/3/3.4/3.4.2
AN 4.133,15A4/3/3.4/3.4.3
AN 4.134,15A4/3/3.4/3.4.4
AN 4.135,15A4/3/3.4/3.4.5
AN 4.136,15A4/3/3.4/3.4.6
AN 4.137,15A4/3/3.4/3.4.7
AN 4.138,15A4/3/3.4/3.4.8
AN 4.139,15A4/3/3.4/3.4.9
AN 4.140,15A4/3/3.4/3.4.10
AN 4.141,15A4/3/3.5/3.5.1
AN 4.142,15A4/3/3.5/3.5.2
AN 4.143,15A4/3/3.5/3.5.3
AN 4.144,15A4/3/3.5/3.5.4
AN 4.145,15A4/3/3.5/3.5.5
AN 4.146,15A4/3/3.5/3.5.6
AN 4.147,15A4/3/3.5/3.5.7
AN 4.148,15A4/3/3.5/3.5.8
AN 4.149,15A4/3/3.5/3.5.9
AN 4.150,15A4/3/3.5/3.5.10
AN 4.151,15A4/4/4.1/4.1.1
AN 4.152,15A4/4/4.1/4.1.2
AN 4.153,15A4/4/4.1/4.1.3
AN 4.154,15A4/4/4.1/4.1.4
AN 4.155,15A4/4/4.1/4.1.5
AN 4.156,15A4/4/4.1/4.1.6
AN 4.157,15A4/4/4.1/4.1.7
AN 4.158,15A4/4/4.1/4.1.8
AN 4.159,15A4/4/4.1/4.1.9
AN 4.160,15A4/4/4.1/4.1.10
AN 4.161,15A4/4/4.2/4.2.1
AN 4.162,15A4/4/4.2/4.2.2
AN 4.163,15A4/4/4.2/4.2.3
AN 4.164,15A4/4/4.2/4.2.4
AN 4.165,15A4/4/4.2/4.2.5
AN 4.166,15A4/4/4.2/4.2.6
AN 4.167,15A4/4/4.2/4.2.7
AN 4.168,15A4/4/4.2/4.2.8
AN 4.169,15A4/4/4.2/4.2.9
AN 4.170,15A4/4/4.2/4.2.10
AN 4.171,15A4/4/4.3/4.3.1
AN 4.172,15A4/4/4.3/4.3.2
AN 4.173,15A4/4/4.3/4.3.3
AN 4.174,15A4/4/4.3/4.3.4
AN 4.175,15A4/4/4.3/4.3.5
AN 4.176,15A4/4/4.3/4.3.6
AN 4.177,15A4/4/4.3/4.3.7
AN 4.178,15A4/4/4.3/4.3.8
AN 4.179,15A4/4/4.3/4.3.9
AN 4.180,15A4/4/4.3/4.3.10
AN 4.181,15A4/4/4.4/4.4.1
AN 4.182,15A4/4/4.4/4.4.2
AN 4.183,15A4/4/4.4/4.4.3
AN 4.184,15A4/4/4.4/4.4.4
AN 4.185,15A4/4/4.4/4.4.5
AN 4.186,15A4/4/4.4/4.4.6
AN 4.187,15A4/4/4.4/4.4.7
AN 4.188,15A4/4/4.4/4.4.8
AN 4.189,15A4/4/4.4/4.4.9
AN 4.190,15A4/4/4.4/4.4.10
AN 4.191,15A4/4/4.5/4.5.1
AN 4.192,15A4/4/4.5/4.5.2
AN 4.193,15A4/4/4.5/4.5.3
AN 4.194,15A4/4/4.5/4.5.4
AN 4.195,15A4/4/4.5/4.5.5
AN 4.196,15A4/4/4.5/4.5.6
AN 4.197,15A4/4/4.5/4.5.7
AN 4.198,15A4/4/4.5/4.5.8
AN 4.199,15A4/4/4.5/4.5.9
AN 4.200,15A4/4/4.5/4.5.10
AN 4.201,15A4/5/5.1/5.1.1
AN 4.202,15A4/5/5.1/5.1.2
AN 4.203,15A4/5/5.1/5.1.3
AN 4.204,15A4/5/5.1/5.1.4
AN 4.205,15A4/5/5.1/5.1.5
AN 4.206,15A4/5/5.1/5.1.6
AN 4.207,15A4/5/5.1/5.1.7
AN 4.208,15A4/5/5.1/5.1.8
AN 4.209,15A4/5/5.1/5.1.9
AN 4.210,15A4/5/5.1/5.1.10
AN 4.211,15A4/5/5.2/5.2.1
AN 4.212,15A4/5/5.2/5.2.2
AN 4.213,15A4/5/5.2/5.2.3
AN 4.214,15A4/5/5.2/5.2.4
AN 4.215,15A4/5/5.2/5.2.5
AN 4.216,15A4/5/5.2/5.2.6
AN 4.217,15A4/5/5.2/5.2.7
AN 4.218,15A4/5/5.2/5.2.8
AN 4.219,15A4/5/5.2/5.2.9
AN 4.220,15A4/5/5.2/5.2.10
AN 4.221,15A4/5/5.3/5.3.1
AN 4.222,15A4/5/5.3/5.3.2
AN 4.223,15A4/5/5.3/5.3.3
AN 4.224,15A4/5/5.3/5.3.4
AN 4.225,15A4/5/5.3/5.3.5
AN 4.226,15A4/5/5.3/5.3.6
AN 4.227,15A4/5/5.3/5.3.7
AN 4.228,15A4/5/5.3/5.3.8
AN 4.229,15A4/5/5.3/5.3.9
AN 4.230,15A4/5/5.3/5.3.10
AN 4.231,15A4/5/5.3/5.3.11
AN 4.232,15A4/5/5.4/5.4.1
AN 4.233,15A4/5/5.4/5.4.2
AN 4.234,15A4/5/5.4/5.4.3
AN 4.235,15A4/5/5.4/5.4.4
AN 4.236,15A4/5/5.4/5.4.5
AN 4.237,15A4/5/5.4/5.4.6
AN 4.238,15A4/5/5.4/5.4.7
AN 4.239,15A4/5/5.4/5.4.8
AN 4.240,15A4/5/5.4/5.4.9
AN 4.241,15A4/5/5.4/5.4.10
AN 4.242,15A4/5/5.4/5.4.11
AN 4.243,15A4/5/5.5/5.5.1
AN 4.244,15A4/5/5.5/5.5.2
AN 4.245,15A4/5/5.5/5.5.3
AN 4.246,15A4/5/5.5/5.5.4
AN 4.247,15A4/5/5.5/5.5.5
AN 4.248,15A4/5/5.5/5.5.6
AN 4.249,15A4/5/5.5/5.5.7
AN 4.250,15A4/5/5.5/5.5.8
AN 4.251,15A4/5/5.5/5.5.9
AN 4.252,15A4/5/5.5/5.5.10
AN 4.253,15A4/5/5.5/5.5.11
AN 4.254,15A4/5/5.6/5.6.1
AN 4.255,15A4/5/5.6/5.6.2
AN 4.256,15A4/5/5.6/5.6.3
AN 4.257,15A4/5/5.6/5.6.4
AN 4.258,15A4/5/5.6/5.6.5
AN 4.259,15A4/5/5.6/5.6.6
AN 4.260,15A4/5/5.6/5.6.7
AN 4.261,15A4/5/5.6/5.6.8
AN 4.262,15A4/5/5.6/5.6.9
AN 4.263,15A4/5/5.6/5.6.10
AN 4.264,15A4/5/5.7/5.7.1
AN 4.265,15A4/5/5.7/5.7.2
AN 4.266,15A4/5/5.7/5.7.3
AN 4.267,15A4/5/5.7/5.7.4
AN 4.268,15A4/5/5.7/5.7.5
AN 4.269,15A4/5/5.7/5.7.6
AN 4.270,15A4/5/5.7/5.7.7
AN 4.271,15A4/5/5.7/5.7.8
AN 4.272,15A4/5/5.7/5.7.9
AN 4.273,15A4/5/5.7/5.7.10
AN 4.274,15A4/5/5.8/5.8.1
AN 4.275,15A4/5/5.8/5.8.2
AN 4.276,15A4/5/5.8/5.8.3
AN 4.277−279,15A4/5/5.8/5.8.4--30
AN 4.280−282,15A4/5/5.8/5.8.4--30
AN 4.283−285,15A4/5/5.8/5.8.4--30
AN 4.286−288,15A4/5/5.8/5.8.4--30
AN 4.289−291,15A4/5/5.8/5.8.4--30
AN 4.292−294,15A4/5/5.8/5.8.4--30
AN 4.295−297,15A4/5/5.8/5.8.4--30
AN 4.298−300,15A4/5/5.8/5.8.4--30
AN 4.301−303,15A4/5/5.8/5.8.4--30
AN 4.304−333,15A4/5/5.8/5.8.31--510
AN 4.334−363,15A4/5/5.8/5.8.31--510
AN 4.364−393,15A4/5/5.8/5.8.31--510
AN 4.394−423,15A4/5/5.8/5.8.31--510
AN 4.424−453,15A4/5/5.8/5.8.31--510
AN 4.454−483,15A4/5/5.8/5.8.31--510
AN 4.484−513,15A4/5/5.8/5.8.31--510
AN 4.514−543,15A4/5/5.8/5.8.31--510
AN 4.544−573,15A4/5/5.8/5.8.31--510
AN 4.574−603,15A4/5/5.8/5.8.31--510
AN 4.604−633,15A4/5/5.8/5.8.31--510
AN 4.634−663,15A4/5/5.8/5.8.31--510
AN 4.664−693,15A4/5/5.8/5.8.31--510
AN 4.694−723,15A4/5/5.8/5.8.31--510
AN 4.724−753,15A4/5/5.8/5.8.31--510
AN 4.754−783,15A4/5/5.8/5.8.31--510
AN 5.1,16A5/1/1.1/1.1.1
AN 5.2,16A5/1/1.1/1.1.2
AN 5.3,16A5/1/1.1/1.1.3
AN 5.4,16A5/1/1.1/1.1.4
AN 5.5,16A5/1/1.1/1.1.5
AN 5.6,16A5/1/1.1/1.1.6
AN 5.7,16A5/1/1.1/1.1.7
AN 5.8,16A5/1/1.1/1.1.8
AN 5.9,16A5/1/1.1/1.1.9
AN 5.10,16A5/1/1.1/1.1.10
AN 5.11,16A5/1/1.2/1.2.1
AN 5.12,16A5/1/1.2/1.2.2
AN 5.13,16A5/1/1.2/1.2.3
AN 5.14,16A5/1/1.2/1.2.4
AN 5.15,16A5/1/1.2/1.2.5
AN 5.16,16A5/1/1.2/1.2.6
AN 5.17,16A5/1/1.2/1.2.7
AN 5.18,16A5/1/1.2/1.2.8
AN 5.19,16A5/1/1.2/1.2.9
AN 5.20,16A5/1/1.2/1.2.10
AN 5.21,16A5/1/1.3/1.3.1
AN 5.22,16A5/1/1.3/1.3.2
AN 5.23,16A5/1/1.3/1.3.3
AN 5.24,16A5/1/1.3/1.3.4
AN 5.25,16A5/1/1.3/1.3.5
AN 5.26,16A5/1/1.3/1.3.6
AN 5.27,16A5/1/1.3/1.3.7
AN 5.28,16A5/1/1.3/1.3.8
AN 5.29,16A5/1/1.3/1.3.9
AN 5.30,16A5/1/1.3/1.3.10
AN 5.31,16A5/1/1.4/1.4.1
AN 5.32,16A5/1/1.4/1.4.2
AN 5.33,16A5/1/1.4/1.4.3
AN 5.34,16A5/1/1.4/1.4.4
AN 5.35,16A5/1/1.4/1.4.5
AN 5.36,16A5/1/1.4/1.4.6
SN 50.1−12,14S5/6/6.1/6.1.1--12
AN 5.37,16A5/1/1.4/1.4.7
AN 5.38,16A5/1/1.4/1.4.8
AN 5.39,16A5/1/1.4/1.4.9
AN 5.40,16A5/1/1.4/1.4.10
AN 5.41,16A5/1/1.5/1.5.1
AN 5.42,16A5/1/1.5/1.5.2
AN 5.43,16A5/1/1.5/1.5.3
AN 5.44,16A5/1/1.5/1.5.4
AN 5.45,16A5/1/1.5/1.5.5
AN 5.46,16A5/1/1.5/1.5.6
AN 5.47,16A5/1/1.5/1.5.7
AN 5.48,16A5/1/1.5/1.5.8
AN 5.49,16A5/1/1.5/1.5.9
AN 5.50,16A5/1/1.5/1.5.10
AN 5.51,16A5/2/2.1/2.1.1
AN 5.52,16A5/2/2.1/2.1.2
AN 5.53,16A5/2/2.1/2.1.3
AN 5.54,16A5/2/2.1/2.1.4
AN 5.55,16A5/2/2.1/2.1.5
AN 5.56,16A5/2/2.1/2.1.6
AN 5.57,16A5/2/2.1/2.1.7
AN 5.58,16A5/2/2.1/2.1.8
AN 5.59,16A5/2/2.1/2.1.9
AN 5.60,16A5/2/2.1/2.1.10
AN 5.61,16A5/2/2.2/2.2.1
AN 5.62,16A5/2/2.2/2.2.2
AN 5.63,16A5/2/2.2/2.2.3
AN 5.64,16A5/2/2.2/2.2.4
AN 5.65,16A5/2/2.2/2.2.5
AN 5.66,16A5/2/2.2/2.2.6
AN 5.67,16A5/2/2.2/2.2.7
AN 5.68,16A5/2/2.2/2.2.8
